"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6137.60045786761","5326.75285558236","3136.72428260526","2958.88037185647","3200.89649468569","3480.7559365251","3717.33576522762","3879.17938009678","4211.51276778797","4406.96706718618","4589.00825039977","5044.11647826468","5731.35346609213","6569.26023440631","7299.40001858866","8362.90084037119","9525.23146779778","10898.8483795634","11727.4821272949","10143.2350796867","10438.5641904169","10990.177099035","11796.2741177994","12194.0189523843","12667.3757330249","13112.7600902915","13192.9940731731","14243.8749003795","15037.0452420712","16215.3607965094","15052.9359791136","15921.705281964","17886.1783877168","19230.1899296884",
"American Samoa","ASM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21078.7855474879","21428.5661241833","21334.5272625901","22055.9150532998","23086.2457164435","21643.9909532492","22601.8809726922","23355.0144937395","24000.9381663039","24467.112019107","25552.7238996493","24019.5911240671","23962.9657845879","25141.1012020949","26308.8627715661","27698.2159589684","30833.5176024317","33251.9731474969","32762.9135009685","28411.391371682","25831.8137914213","25028.9661387322","25597.9939556746","25211.9241075013","25565.9656842771","25748.624442696","26637.4181596117","27143.0416282234","28884.1201297316","29636.8924377024","23915.1619842858","25733.2948269644","28033.1307782063","28967.2556775267",
"Australia","AUS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36182.3841320336","35587.5632361214","35342.0687073729","36446.6127594388","37534.0951143387","38560.7773400184","39567.5039666568","40673.3863259158","42147.8705315717","43785.302048448","44984.5506318958","45310.0181983981","46580.2753285047","47470.8028757932","48949.925173225","49882.9563539893","50570.3570881242","51529.4940549351","52318.4879376875","52221.285115823","52556.568475463","53078.9526519992","54203.3003755705","54664.7681376032","55253.159615938","55656.4879638382","56305.8964294545","56648.8086593728","57414.0582294386","57800.493403797","57023.6678163314","58145.5513641715","59845.7858045434","60408.9433675784",
"Austria","AUT","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43271.8679979349","44316.4448127825","44749.0143398734","44615.3248009943","45511.5403101514","46654.2953066087","47623.7011169517","48590.5346948857","50232.5942432486","52020.9942777738","53551.2877466832","54049.254838318","54582.3490622666","54937.1715920247","55997.9515936229","56908.2874562676","58478.7420960339","60490.0514259229","61177.346218564","58829.0579869123","59749.4583759207","61291.6535730121","61396.1488762017","60882.3202593412","60864.919896314","60970.9828044462","61592.2022820173","62555.6934724317","63798.2138732413","64629.8257818257","60295.4951497108","62912.1741140595","65602.2565334818","64336.037528916",
"Azerbaijan","AZE","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10612.9666645849","10399.3931166437","7928.37229522939","6005.19779709532","4757.5844127957","4147.97469107883","4159.5978922991","4358.60480019062","4749.17444077969","5056.04634019211","5571.30950249852","6075.61452386132","6599.65760594523","7218.4718855466","7817.71610674925","9901.92662966046","13172.5812939603","16280.083507883","17656.9634509611","18901.8857609001","19621.3843451177","19386.7434013253","19545.0718576668","20414.8314836618","20716.1415229269","20694.7787550356","19830.3223176308","19675.9598908264","19798.8335387146","20122.7128524509","19126.094903135","20111.3756952109","21051.2687619289","21262.2979971542",
"Burundi","BDI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1396.07762688916","1435.81956149966","1412.06054627098","1366.29215293218","1305.4520796515","1132.21878153812","1040.92231476108","1024.44995396879","1052.80703422979","1017.49777823735","988.036863486","983.396846717033","998.561288984855","955.669204427762","965.204118116021","938.381597310084","954.190853889464","951.290082556638","957.222664357035","944.629925612954","947.62141733127","951.188460391309","958.657402907725","970.375391768505","977.765840288134","918.557192941296","897.459046433604","880.993440128706","868.555507579394","855.732720083122","833.920257458019","836.665571337829","829.38715963357","828.861074309521",
"Belgium","BEL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41620.7961867853","42226.533540711","42699.2872526918","42123.7010845105","43349.2138312377","44290.1302457853","44787.7965205564","46374.5398975258","47183.4731805363","48743.2083928961","50432.3936949755","50811.8811489616","51448.0428958335","51764.8870211873","53381.9865666247","54321.7532187462","55342.010261713","56957.1013793347","56761.4672244052","55233.1451042575","56214.1870191953","56559.126761343","56330.7551159694","56237.1485365308","56976.5402945219","57482.4215529381","57874.7130652423","58502.2552655238","59330.2315254643","60451.999688567","57307.0206161273","60611.5271350127","62668.9539715345","62876.2387717275",
"Benin","BEN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2207.06796428357","2230.46054664537","2226.56666006625","2254.24565428893","2215.36616821938","2300.14122107459","2337.63030771279","2399.78593127356","2419.10014338548","2470.68504400549","2536.16885867097","2591.06485220288","2630.18061029627","2639.04370114641","2672.84404357157","2632.47251454328","2652.21841967159","2729.13741390352","2777.61974031765","2758.07243150648","2733.57399641151","2732.01249647957","2779.7264808532","2893.0467015352","2987.38236326153","2952.00218338705","2962.66381572265","3041.77929984989","3155.4510650627","3281.10470051465","3317.8597222557","3464.2886286745","3588.33525858047","3721.2245272339",
"Burkina Faso","BFA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1107.85590454965","1178.07704639063","1152.04476095096","1162.64923453351","1148.60721370395","1183.52861008084","1280.69608533889","1326.94230829963","1385.09310679095","1444.56690170414","1428.57400617096","1477.28491846525","1494.67801269583","1561.83310184915","1581.25620933294","1664.99543180023","1714.76034904509","1731.93046335077","1779.32710911571","1779.32305627973","1873.97146230828","1939.86659989406","2003.6646118745","2057.0639319853","2083.19844698304","2101.70266192027","2162.72578977814","2232.28781490944","2316.39432079045","2391.53626844484","2380.93171826574","2486.43093147762","2466.05331390054","2482.07225343805",
"Bangladesh","BGD","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2069.78230100672","2101.38366035658","2174.38232866943","2234.8101219225","2279.09435302944","2351.70387946903","2413.54298201505","2475.59574602489","2555.06119218282","2624.06553797638","2712.93512215725","2803.55471950946","2866.43454328715","2958.91503115633","3071.83778764611","3231.61370692891","3407.4273502159","3608.91543819399","3787.9382761855","3942.13631207203","4125.46390163202","4352.42643359325","4592.04840919812","4822.72621378266","5068.63965672741","5352.71133299566","5682.53553494306","6005.70718781048","6392.59334024091","6838.32611608243","7015.19792797056","7441.06913961254","7888.16389098304","8242.39798977242",
"Bulgaria","BGR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14941.4887444319","13815.78669533","12949.3622566664","12859.8545091191","13138.1879106279","13574.5316688358","14354.9816439861","12404.0072314695","12960.2058642521","11938.8025561745","12548.2850872538","13290.0343365627","14379.181416112","15252.5817724853","16368.6748488005","17656.1532834712","19000.9958592287","20414.9528051785","21818.9150196105","21224.9136752558","21697.3969788194","22293.4050191405","22590.8137768694","22594.2969539549","22938.8302885537","23870.0116396386","24765.5618018115","25632.1520823556","26476.1249974032","27673.376233555","26944.722097894","29278.7949805816","31536.1700739278","33111.7332099418",
"Bahrain","BHR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41856.54450772","47644.0236872821","49511.9477370383","54433.1378404945","52886.5791705058","53537.6827292454","54289.437765662","54512.8551236215","55638.693177109","56522.2261626048","57968.9959395924","57280.6986376651","55096.6571216069","54431.8766751746","54045.0926175729","53478.2662201334","52691.9326137642","52731.7920339006","52765.3897251989","50665.7506530884","50704.8479679819","53132.3284162611","54516.8406594787","55376.4005147894","55065.8189472129","54149.9131524721","54107.0752236423","53859.7749589601","54893.0724411368","56749.9628370612","53814.2452592358","54954.6757895532","57465.1729784449","57213.0913557711",
"Bahamas, The","BHS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33062.5459044975","31139.8506228369","29404.3305021882","28946.934061205","29337.8298239309","30119.4356257911","30898.8362446941","30830.0602346","31827.2719668637","33648.0206403687","34587.1051052633","35062.1707533404","35600.3270153467","34730.6648009369","34607.7421037921","35355.1860512693","35778.7287115087","35786.7131487301","34488.0069457595","32620.7778123372","32701.9503894723","32526.2047595974","33167.6065247753","31921.7118444477","32226.9236150679","32290.6997350712","31756.8406185759","32442.7229938499","33106.6940523959","32495.3338730491","25457.0803884989","29340.4723479708","32408.7118597651","33105.603858971",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2411.11289776672","2180.97040769681","2148.39327067587","2279.21903864585","2654.69220884752","3086.76119859097","4563.63502701309","6013.91317800042","6891.22194005942","7472.54769040989","7821.33684951007","7973.17592133535","8356.89894347918","8699.76261026626","9333.89284324984","9802.98216090139","10418.2036337148","11165.3873481169","11969.693632028","11812.8075985051","12128.6492918256","12473.0330450279","12612.1473959066","13120.3428080755","13443.1000855042","14207.6170364809","14860.5944562545","15541.0150248586","16334.4225054088","17014.3599695707","16732.3454396879","18270.3351779512","19280.8873000514","19829.2822572462",
"Belarus","BLR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12351.635710338","12197.7878026309","11002.6017504808","10143.9840138797","8967.73073413132","8061.1960315697","8314.85656198191","9301.32717453853","10128.1560437714","10519.748915045","11182.4548435585","11771.0872103845","12443.932258963","13413.9265577357","15052.1182037571","16579.8731658252","18349.8719017491","20019.6111631326","22137.9472851246","22236.8387652895","24012.6132979938","25404.7566034489","25879.1319443906","26147.6253573925","26564.4347191137","25513.2132931209","24846.8301529772","25503.9809859339","26363.4629821252","26798.8206427959","26731.4953813506","27611.1801135156","26537.5083074865","27718.3231175409",
"Belize","BLZ","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8243.73265496349","9019.60575532108","9957.97110281732","10356.6709076744","10136.4465752972","9958.20429148513","9773.26139796062","9852.85726749046","9884.91662320291","10450.5526385183","11352.7191202799","11555.9072108358","11816.5976090456","12577.0971520133","12794.8058593089","12702.741981785","12900.1113839766","12962.4668939683","12398.5125618524","12024.1964682061","11868.4382399083","11584.2851607068","11761.5639088012","12026.0711025081","12249.2214195699","12339.4807382581","12062.7981699713","11574.452447147","11486.8029426009","11803.0879992669","10032.544497569","11677.4610095172","12569.8179433088","12455.2960650024",
"Bermuda","BMU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79109.890649762","75754.4942593697","75160.9321663261","76883.8137964547","76850.9122386413","79784.2140103662","81466.1999168087","84698.2035695053","87330.9630610137","89568.6772949348","97236.2489313222","103724.861799997","101739.790228562","104798.346289682","106941.298273495","108461.234809082","114250.093078247","117742.118949933","115015.749468771","108091.644563183","105121.639688862","101174.504103747","95937.8559207527","95777.8589383651","92298.3878105064","93109.4546037139","92519.4007720085","95666.1631169636","94874.5782443817","94755.4328108431","87894.4011744071","92276.2346046359","98057.4470976206","98041.688720843",
"Bolivia","BOL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5124.48798003521","5283.11825383097","5261.66167660444","5378.54409619278","5521.66025324681","5671.82158147782","5810.67445599166","5989.41431819454","6180.54968783297","6099.51152094395","6146.02929250873","6144.97829336289","6193.26347365023","6255.5155813074","6407.83811661308","6579.31228729913","6778.38492393241","6967.56987897155","7272.16624073984","7392.16259133447","7571.67809088388","7837.49318637041","8108.20518658277","8524.03213224208","8851.71163169903","9141.92841760819","9390.79064490474","9642.81396069058","9907.0625569677","9985.23048827288","9000.97564781423","9454.19814726348","9681.70742674425","9843.97014174079",
"Brazil","BRA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12633.288457041","12546.5605015305","12271.9788488259","12669.428721959","13202.9308022136","13550.4393746368","13641.6296006557","13896.6249911865","13737.7026444226","13602.4137078439","14005.347188511","14016.1313783123","14265.9048781372","14259.3664100397","14911.2609620174","15221.0138293364","15657.4795729144","16440.5837413089","17113.3679835935","16939.4407823485","18062.1581117688","18627.8104543865","18832.2195541702","19241.5059830671","19183.172746126","18357.0690632249","17620.9272447823","17724.4799591551","17917.7492137276","18018.6209165513","17327.5157262925","18075.7060063108","18554.0461842977","19018.2390697496",
"Barbados","BRB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16976.7616479779","16264.9294890215","15286.3563896023","15362.7272249424","15636.1161882929","15925.5215850408","16543.3287120393","17320.3674613209","17963.1390792697","18017.6925983971","18851.5756916067","18380.2588935019","18404.1494852828","18689.3418508377","18845.2406825102","19488.0025668841","20571.8104442863","20899.9910667503","20922.4076922749","19770.5266589765","19253.4088733958","19050.5673740077","18936.0888111766","18695.6832903666","18665.1769798481","18464.6630889427","18754.6651416375","18740.3488338921","18484.6976381599","18572.509535997","15749.0380167909","15683.8847128096","18469.5765888638","19224.4621182944",
"Brunei Darussalam","BRN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118163.683197804","118220.683618951","111457.220909813","107899.136176771","106239.232213533","105043.852684028","102522.125235775","106503.420292059","97171.6371135151","99083.3206556618","100323.440021864","99680.7624772261","101571.583792615","103226.914281632","101497.754704576","99795.6851205821","102248.510372603","96752.6202630515","91275.5001404953","87875.8282313568","88586.5131929201","90279.6633402819","89718.4636612666","86606.6517156585","83310.6150641982","81910.1883952688","78880.6229079102","78966.8642961288","78099.0507722008","80228.159656274","80280.8979480569","78248.7971101454","76357.8291017772","76828.3998314969",
"Bhutan","BTN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3411.38375844855","3338.00942057218","3624.59781548339","3850.55128929258","4042.49417838263","4379.87046581859","4616.91979149618","4778.70511827039","4965.87646101169","5241.36663500719","5287.57434451931","5545.63055320068","5991.25496849954","6323.54119493941","6517.99682620022","6850.80440897429","7140.85609157052","8195.07074448444","8470.03470902473","9019.1186065228","9985.28455357031","10714.6865627638","11143.94452973","11212.4794211376","11744.5189049643","12400.2983217758","13320.9758970472","13482.3425253264","13854.8543922424","14555.1883979698","12979.9369446336","13458.8126642925","14061.3120213689","",
"Botswana","BWA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10520.9402101702","11001.8241681256","11008.7038449944","10902.9738818681","10989.6928392675","11457.7231907436","11832.9633106934","12526.3782064571","12306.2759909746","13207.4747286459","13185.8444887173","12949.6671581051","13479.7240185617","13857.2875558192","13984.8705051183","14361.9874084803","15275.6145509753","15850.2672108739","16040.348578943","13489.9788846597","14545.3782963808","15237.1114248701","14957.9977222551","16369.8276164059","17052.2296573784","15994.99746552","16905.6237901209","17352.9293381836","17824.9505251476","18106.0168508915","16289.4202155885","17961.3576218457","18648.1355964132","18846.2504612042",
"Central African Republic","CAF","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1481.25255094258","1427.69018313539","1294.20254725767","1257.8284033824","1278.91509145063","1334.10322981784","1247.9687525828","1278.48826062781","1302.75142830782","1313.23570902088","1245.81399563599","1272.85710758505","1290.38314917126","1191.8731520062","1236.28534712166","1219.5939445674","1251.87082171335","1284.55283590666","1283.2728263106","1402.68164770801","1479.41367757692","1517.14839091011","1577.98053252253","996.896355923912","1001.85598053496","1043.92171697157","1073.94477703739","1103.86609318724","1125.70091748228","1145.09563657752","1136.57052993758","1128.55237996459","1137.34726560057","1135.13627681714",
"Canada","CAN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40410.5422997586","39076.8731677745","38960.9283718395","39559.2691628012","40886.8048063875","41551.3304138234","41813.7398899791","43172.2577962594","44482.2067091879","46390.4206925847","48322.0939192898","48696.3579268381","49615.7280457209","50059.7980366409","51128.9830092552","52273.0331598761","53110.9184064732","53676.0955104566","53625.9927487077","51470.1805843695","52474.5941242375","53595.4919334623","53948.6015392649","54624.8958829197","55634.5876573042","55572.07153128","55517.4462119472","56522.0146718025","57246.0201807438","57491.9820463203","54006.5844302454","56547.8005608561","57653.6893047099","56686.9159498906",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17277.8438398388","15437.8450783757","14708.9778884183","14754.7907067355","15296.4971766653","16193.7091629825","16955.8033156714","17258.1969049482","17713.785665498","18039.9076744586","18854.4086367556","19578.3971392059","20424.7201497283","21297.2942278651","22656.0188833527","23826.7523786334","25479.8139613453","27191.2168848577","28453.7119192854","27500.615665518","27947.0965188607","29040.4244774309","29375.4757662033","29626.7221847448","30667.9605922506","31962.3185250789","32946.4159029753","34765.9114396994","36616.3361335698","38152.2708598366","36971.0370586673","39925.6997388007","41726.6283945996","42074.977645128",
"Switzerland","CHE","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63905.4268952773","62533.7033482319","61820.9948062077","61183.3592394612","61468.2818248134","61352.5058587642","61370.0162558854","62606.7958593857","64312.3831928927","65070.6300080959","67267.5168300031","67896.4342452847","67335.4192976923","66816.0388741154","68151.1115651518","69577.9141096946","71959.2534681214","74112.1462610266","75231.2032017952","72590.167532158","74168.0151169252","74677.8014553429","74760.392567923","75230.1574756221","76064.2294126118","76440.0854543127","77174.0109257641","77499.1652248744","79130.929306574","79465.7241719733","77197.6465921712","80739.6229283127","82128.8356102151","81683.8662644452",
"Channel Islands","CHI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11074.8140687904","11742.2417054762","12844.6713092475","13479.629191001","13946.0713869792","14971.1325958275","15765.3303223961","16705.7265493969","17179.4112367119","16918.2226756451","17548.1927843144","17893.6731489245","18264.0576647321","18927.5936741267","19988.0915779977","20945.8866243548","21997.2698778504","22908.8064142164","23540.5298065595","23043.6809307785","24148.3114555567","25399.4452123323","26705.3791034405","27327.051636334","27541.0230213935","27847.74862262","27995.2953276624","27929.4755431953","28529.9262971877","28255.4410129059","26282.8917685818","29132.8779897751","29585.6016724692","29490.7584920368",
